NCBI GeneID	Symbol	Description	Taxonomic Name	Common Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method
100009598	MMP14	matrix metallopeptidase 14	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	4323	NCBI Ortholog
100301554	POR	P450 (cytochrome) oxidoreductase	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	5447	NCBI Ortholog
100328576	CYP4A5	cytochrome P450, family 4, subfamily A, polypeptide 5	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100328942	FKBP1A	FKBP prolyl isomerase 1A	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	2280	NCBI Ortholog
100328572	NEB	nebulin	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	50	4703	NCBI Ortholog
100009255	WAP	whey acidic protein	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100009433	SLC15A2	solute carrier family 15 member 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	6565	NCBI Ortholog
100009488	SCNN1A	sodium channel epithelial 1 subunit alpha	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	5	6337	NCBI Ortholog
100009578	TLR2	toll like receptor 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	7097	NCBI Ortholog
100327267	CETP	cholesteryl ester transfer protein	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	1071	NCBI Ortholog
100328591	SLC12A2	solute carrier family 12 member 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	6558	NCBI Ortholog
100338818	SMAD7	SMAD family member 7	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	4092	NCBI Ortholog
100349426	NFKB1	nuclear factor kappa B subunit 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	4790	NCBI Ortholog
100009313	SOD1	superoxide dismutase 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	6647	NCBI Ortholog
100009394	PRL	prolactin	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	5617	NCBI Ortholog
100009516	LOC100009516	sodium channel protein type 5 subunit alpha	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100327258	ACE2	angiotensin converting enzyme 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	59272	NCBI Ortholog
100328924	CYP2C2	cytochrome P450 2C2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	7		
100009296	TMED10	transmembrane p24 trafficking protein 10	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	10972	NCBI Ortholog
100009569	BMP4	bone morphogenetic protein 4	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	652	NCBI Ortholog
100008888	FKBP1B	FKBP prolyl isomerase 1B	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	2281	NCBI Ortholog
100125991	MYH1	myosin heavy chain 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	4619	NCBI Ortholog
100009045	PMP2	peripheral myelin protein 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	5375	NCBI Ortholog
100009065	FMO3	flavin containing dimethylaniline monoxygenase 3	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	2328	NCBI Ortholog
100009120	FMO1	flavin containing dimethylaniline monoxygenase 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	4	2326	NCBI Ortholog
100328589	FN1	fibronectin 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	15	2335	NCBI Ortholog
100008602	IFNG	interferon gamma	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	3458	NCBI Ortholog
100008692	CNMD	chondromodulin	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	4	11061	NCBI Ortholog
100008704	S100A9	S100 calcium binding protein A9	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	6280	NCBI Ortholog
100008825	CD36	CD36 molecule (CD36 blood group)	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	7	948	NCBI Ortholog
100009085	CKB	creatine kinase B	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	1152	NCBI Ortholog
100009108	CRYL1	crystallin lambda 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	51084	NCBI Ortholog
100009329	AGTR2	angiotensin II receptor type 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	186	NCBI Ortholog
100009409	CD38	CD38 molecule	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	952	NCBI Ortholog
100343056	RAB27B	RAB27B, member RAS oncogene family	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	5874	NCBI Ortholog
100353014	NFE2L2	NFE2 like bZIP transcription factor 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	8	4780	NCBI Ortholog
100358134	JAK2	Janus kinase 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	4	3717	NCBI Ortholog
100008615	PPARD	peroxisome proliferator activated receptor delta	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	5467	NCBI Ortholog
100008646	AQP4	aquaporin 4	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	361	NCBI Ortholog
100008670	OXTR	oxytocin receptor	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	5021	NCBI Ortholog
100008679	DMBT1	deleted in malignant brain tumors 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	21	1755	NCBI Ortholog
100008684	KCNA5	potassium voltage-gated channel subfamily A member 5	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	3741	NCBI Ortholog
100008695	INMT	indolethylamine N-methyltransferase	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100008744	GPI	glucose-6-phosphate isomerase	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	2821	NCBI Ortholog
100008835	OGN	osteoglycin	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	4969	NCBI Ortholog
100008851	SLC22A6	solute carrier family 22 member 6	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	9356	NCBI Ortholog
100008929	MDK	midkine	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3		
100008944	SOX9	SRY-box transcription factor 9	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	6662	NCBI Ortholog
100008946	FSHB	follicle stimulating hormone subunit beta	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	2488	NCBI Ortholog
100008973	LOC100008973	alpha-1-antiproteinase F precursor	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100008997	COL1A2	collagen type I alpha 2 chain	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	1278	NCBI Ortholog
100009027	ADIPOQ	adiponectin, C1Q and collagen domain containing	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	9370	NCBI Ortholog
100009048	OSBP	oxysterol binding protein	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	5007	NCBI Ortholog
100009064	FMO5	flavin containing dimethylaniline monoxygenase 5	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	5	2330	NCBI Ortholog
100009073	GSTM2	glutathione S-transferase mu 2 (muscle)	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100009093	SI	sucrase-isomaltase	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	6476	NCBI Ortholog
100009104	EPHX1	epoxide hydrolase 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	2052	NCBI Ortholog
100009122	AKR1B1	aldo-keto reductase family 1 member B	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100009144	SLC17A1	solute carrier family 17 member 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	6	6568	NCBI Ortholog
100009149	TNFAIP6	TNF alpha induced protein 6	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	7130	NCBI Ortholog
100009156	CA2	carbonic anhydrase 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	760	NCBI Ortholog
100009160	RLN1	relaxin 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100009163	PPP4C	protein phosphatase 4 catalytic subunit	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	5531	NCBI Ortholog
100009191	APOBEC1	apolipoprotein B mRNA editing enzyme catalytic subunit 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	339	NCBI Ortholog
100009206	WFDC2	WAP four-disulfide core domain 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	10406	NCBI Ortholog
100009263	CACNG1	calcium voltage-gated channel auxiliary subunit gamma 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	786	NCBI Ortholog
100009301	CYP8B1	cytochrome P450, family 8, subfamily B, polypeptide 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	1582	NCBI Ortholog
100009311	CSN3	casein kappa	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	1448	NCBI Ortholog
100009315	ADCY5	adenylate cyclase 5	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	111	NCBI Ortholog
100009338	EIF4E	eukaryotic translation initiation factor 4E	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	1977	NCBI Ortholog
100009375	HYAL2	hyaluronidase 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	8692	NCBI Ortholog
100009395	HRG	histidine rich glycoprotein	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	3273	NCBI Ortholog
100009456	HSP90B1	heat shock protein 90 beta family member 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	7184	NCBI Ortholog
100009485	NR1H4	nuclear receptor subfamily 1 group H member 4	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	9971	NCBI Ortholog
100009500	SLC5A9	solute carrier family 5 member 9	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	200010	NCBI Ortholog
100009509	GNRHR	gonadotropin releasing hormone receptor	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	2798	NCBI Ortholog
100009511	ANXA11	annexin A11	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	311	NCBI Ortholog
100009530	CLCN2	chloride voltage-gated channel 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	1181	NCBI Ortholog
100009585	CACNA1S	calcium voltage-gated channel subunit alpha1 S	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	779	NCBI Ortholog
100144328	ASIP	agouti signaling protein	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	8	434	NCBI Ortholog
100302413	SLC38A5	solute carrier family 38 member 5	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	6	92745	NCBI Ortholog
100327263	KIT	KIT proto-oncogene, receptor tyrosine kinase	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	3815	NCBI Ortholog
100328551	CYP7A1	cytochrome P450, family 7, subfamily A, polypeptide 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	1581	NCBI Ortholog
100328593	PIGR	polymeric immunoglobulin receptor	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	5284	NCBI Ortholog
100328925	ALDOB	aldolase, fructose-bisphosphate B	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	229	NCBI Ortholog
100328938	CYP2C16	cytochrome P450 2C16	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100343360	MLPH	melanophilin	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	4	79083	NCBI Ortholog
100346275	LRP2	LDL receptor related protein 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	7	4036	NCBI Ortholog
100347000	PRG4	proteoglycan 4	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	11	10216	NCBI Ortholog
100353668	KRT3	keratin 3	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	3850	NCBI Ortholog
100354812	TRPV2	transient receptor potential cation channel subfamily V member 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	4	51393	NCBI Ortholog
100355375	LOC100355375	melanocortin receptor 4	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100357790	SPHK1	sphingosine kinase 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	4	8877	NCBI Ortholog
100358772	PDGFB	platelet derived growth factor subunit B	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	5155	NCBI Ortholog
100359338	CYP2G1	cytochrome P450 2G1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100008914	ABCB1	ATP binding cassette subfamily B member 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	7		
100009436	UBE2R2	ubiquitin conjugating enzyme E2 R2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	54926	NCBI Ortholog
100009546	APP	amyloid beta precursor protein	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	7	351	NCBI Ortholog
100008607	KDR	kinase insert domain receptor	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	4	3791	NCBI Ortholog
100008839	AQP1	aquaporin 1 (Colton blood group)	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	358	NCBI Ortholog
100008854	TPT1	tumor protein, translationally-controlled 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	7178	NCBI Ortholog
100328583	GRO-B	GRO beta protein	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100328944	CYP4A7	cytochrome P450 4A7	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100008924	VIM	vimentin	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	7431	NCBI Ortholog
100009250	IL1A	interleukin 1 alpha	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	3552	NCBI Ortholog
100009242	KCNH2	potassium voltage-gated channel subfamily H member 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	5	3757	NCBI Ortholog
808227	CYTB	cytochrome b	Oryctolagus cuniculus	rabbit	PROTEIN_CODING			
100009125	ATP4B	ATPase H+/K+ transporting subunit beta	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	496	NCBI Ortholog
100009279	ATP4A	ATPase H+/K+ transporting subunit alpha	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	495	NCBI Ortholog
100009187	LGALS3	galectin 3	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	3958	NCBI Ortholog
100009373	ETS1	ETS proto-oncogene 1, transcription factor	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	2113	NCBI Ortholog
100009119	FMO2	flavin containing dimethylaniline monoxygenase 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	2327	NCBI Ortholog
100009259	LOC100009259	serum amyloid protein A	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100009294	CRYAA	crystallin, alpha A	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100008690	TIMP3	TIMP metallopeptidase inhibitor 3	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	7078	NCBI Ortholog
100009134	LOC100009134	defensin NP-3a	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100009236	EIF4G2	eukaryotic translation initiation factor 4 gamma 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	1982	NCBI Ortholog
100009024	TLR3	toll like receptor 3	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	4	7098	NCBI Ortholog
100008665	LUM	lumican	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	4060	NCBI Ortholog
100009272	ACTB	actin beta	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	60	NCBI Ortholog
100008604	TMEM109	transmembrane protein 109	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	79073	NCBI Ortholog
100008636	ALDH1A1	aldehyde dehydrogenase 1 family member A1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	216	NCBI Ortholog
100008637	SEC16B	SEC16 homolog B, endoplasmic reticulum export factor	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	50	89866	NCBI Ortholog
100008659	SLC22A1	solute carrier family 22 member 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100008739	NR1I2	nuclear receptor subfamily 1 group I member 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	8856	NCBI Ortholog
100008756	ATP1A2	ATPase Na+/K+ transporting subunit alpha 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	477	NCBI Ortholog
100008816	HP	haptoglobin	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100008868	NGB	neuroglobin	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	58157	NCBI Ortholog
100008877	KCNB2	potassium voltage-gated channel subfamily B member 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	9312	NCBI Ortholog
100008887	THBD	thrombomodulin	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	7056	NCBI Ortholog
100008908	TBXA2R	thromboxane A2 receptor	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	6915	NCBI Ortholog
100008915	DRD1	dopamine receptor D1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	1812	NCBI Ortholog
100009022	KERA	keratocan	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	11081	NCBI Ortholog
100009059	RAB25	RAB25, member RAS oncogene family	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	57111	NCBI Ortholog
100009067	MSR1	macrophage scavenger receptor 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	4481	NCBI Ortholog
100009079	ACAN	aggrecan	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	50	176	NCBI Ortholog
100009080	APOD	apolipoprotein D	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	347	NCBI Ortholog
100009112	SRL	sarcalumenin	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	6345	NCBI Ortholog
100009147	AGXT	alanine--glyoxylate aminotransferase	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	189	NCBI Ortholog
100009161	RBP4	retinol binding protein 4	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	5950	NCBI Ortholog
100009175	TACR2	tachykinin receptor 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	6865	NCBI Ortholog
100009229	BSG	basigin (Ok blood group)	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100009256	LPH	lactase phlorizin hydrolase	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100009257	CSN1S1	casein alpha s1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	5	1446	NCBI Ortholog
100009268	ORM1	orosomucoid 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100009343	NEFM	neurofilament medium chain	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	4741	NCBI Ortholog
100009372	CCT7	chaperonin containing TCP1 subunit 7	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	10574	NCBI Ortholog
100009381	WNT5A	Wnt family member 5A	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	7474	NCBI Ortholog
100009399	F7	coagulation factor VII	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100009477	EDNRB	endothelin receptor type B	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	1910	NCBI Ortholog
100009523	HMOX2	heme oxygenase 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	6	3163	NCBI Ortholog
100101557	CAMK2D	calcium/calmodulin dependent protein kinase II delta	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	16	817	NCBI Ortholog
100126073	EDNRA	endothelin receptor type A	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	1909	NCBI Ortholog
100216334	CCT2	chaperonin containing TCP1 subunit 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	10576	NCBI Ortholog
100301537	FTO	FTO alpha-ketoglutarate dependent dioxygenase	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	79068	NCBI Ortholog
100302411	CXADR	CXADR Ig-like cell adhesion molecule	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	4	1525	NCBI Ortholog
100302412	CKMT2	creatine kinase, mitochondrial 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	1160	NCBI Ortholog
100328577	PNPLA8	patatin like phospholipase domain containing 8	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	50640	NCBI Ortholog
100328959	LOC100328959	N-acetyltransferase 1 (arylamine N-acetyltransferase)	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3		
100339322	IL17A	interleukin 17A	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	3605	NCBI Ortholog
100341695	MAPK14	mitogen-activated protein kinase 14	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	1432	NCBI Ortholog
100342071	PER1	period circadian regulator 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	5187	NCBI Ortholog
100342170	TYRP1	tyrosinase related protein 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	7306	NCBI Ortholog
100342878	CHRM2	cholinergic receptor muscarinic 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	1129	NCBI Ortholog
100344335	TGFBR2	transforming growth factor beta receptor 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	7048	NCBI Ortholog
100347570	TNNC1	troponin C1, slow skeletal and cardiac type	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	7134	NCBI Ortholog
100348133	TNFRSF11B	TNF receptor superfamily member 11b	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	4982	NCBI Ortholog
100349436	CYP2C4	cytochrome P450 2C4	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	8		
100352774	SHH	sonic hedgehog signaling molecule	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	6469	NCBI Ortholog
100353377	ANGPT2	angiopoietin 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	285	NCBI Ortholog
100358914	LIF	LIF interleukin 6 family cytokine	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	3976	NCBI Ortholog
100359137	SMAD2	SMAD family member 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	6	4087	NCBI Ortholog
108178662	LOC108178662	immunoglobulin lambda variable 5-39	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	10		
100009228	BPI	bactericidal/permeability-increasing protein	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	5		
100009352	TRPC1	transient receptor potential cation channel subfamily C member 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	7	7220	NCBI Ortholog
100009384	EIF4G1	eukaryotic translation initiation factor 4 gamma 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	10	1981	NCBI Ortholog
100008656	EIF5B	eukaryotic translation initiation factor 5B	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	9669	NCBI Ortholog
100008754	PON3	paraoxonase 3	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	5446	NCBI Ortholog
100008942	IHH	Indian hedgehog signaling molecule	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	3549	NCBI Ortholog
100008978	LCAT	lecithin-cholesterol acyltransferase	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	3931	NCBI Ortholog
100009062	SSB	small RNA binding exonuclease protection factor La	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	6741	NCBI Ortholog
100009077	CALD1	caldesmon 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	9	800	NCBI Ortholog
100009100	TPH1	tryptophan hydroxylase 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	7166	NCBI Ortholog
100009128	VTN	vitronectin	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	7448	NCBI Ortholog
100009195	ALB	albumin	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	213	NCBI Ortholog
100009199	SLMAP	sarcolemma associated protein	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	35	7871	NCBI Ortholog
100009231	CALCR	calcitonin receptor	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	799	NCBI Ortholog
100009371	TGFB2	transforming growth factor beta 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	7042	NCBI Ortholog
100009403	CACNA1E	calcium voltage-gated channel subunit alpha1 E	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	23	777	NCBI Ortholog
100101618	THRSP	thyroid hormone responsive	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	7069	NCBI Ortholog
100125985	CTNNB1	catenin beta 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	1499	NCBI Ortholog
100126072	TRIM5	tripartite motif containing 5	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	10		
100316908	HGF	hepatocyte growth factor	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	5	3082	NCBI Ortholog
100328615	ADORA1	adenosine A1 receptor	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	134	NCBI Ortholog
100328616	PPP2R2A	protein phosphatase 2 regulatory subunit Balpha	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	5520	NCBI Ortholog
100328858	HBG2	hemoglobin, gamma G	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100328859	HBE1	hemoglobin subunit epsilon 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	3046	NCBI Ortholog
100343802	LOC100343802	metallothionein-1A	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100346743	CYP2C1	cytochrome P450 2C1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3		
100349095	NGFR	nerve growth factor receptor	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	4804	NCBI Ortholog
100351058	TRPV4	transient receptor potential cation channel subfamily V member 4	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	59341	NCBI Ortholog
100355861	FGF9	fibroblast growth factor 9	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	2254	NCBI Ortholog
100008596	SYPL2	synaptophysin like 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	284612	NCBI Ortholog
